Wavelength nm.,Baseline,2,4,6,8,10,12,16,20,24,32,40,48
300,-0.0002,0.0004,0.0031,0.0034,0.003,0.0022,0.0058,0.0066,0.0059,0.0111,0.0143,0.0164,0.0191
300.5,-0.0001,0.0004,0.0029,0.0034,0.0028,0.0021,0.0056,0.0062,0.0054,0.0106,0.0139,0.0156,0.0183
301,-0.0001,0.0004,0.0027,0.0032,0.0027,0.0016,0.0053,0.0056,0.0047,0.0098,0.013,0.0146,0.0175
301.5,-0.0002,0.0002,0.0027,0.0028,0.0024,0.0014,0.0048,0.0051,0.0041,0.0092,0.0123,0.0137,0.0163
302,-0.0003,0.0002,0.0025,0.0026,0.0022,0.0012,0.0045,0.0049,0.0036,0.0087,0.0115,0.013,0.0155
302.5,-0.0001,0.0002,0.0025,0.0027,0.002,0.0009,0.0043,0.0043,0.0033,0.0081,0.0108,0.0123,0.0146
303,0,0.0002,0.0023,0.0024,0.0017,0.0007,0.0039,0.004,0.0028,0.0075,0.0102,0.0114,0.014
303.5,-0.0001,0,0.0021,0.0021,0.0015,0.0002,0.0034,0.0034,0.0022,0.007,0.0095,0.0107,0.0131
304,-0.0002,0,0.0021,0.002,0.0013,-0.0001,0.003,0.0029,0.0018,0.0064,0.0088,0.0101,0.0123
304.5,-0.0002,-0.0002,0.0019,0.0017,0.001,-0.0004,0.0028,0.0027,0.0013,0.0058,0.0083,0.0095,0.0115
305,-0.0001,-0.0001,0.0019,0.0017,0.0008,-0.0004,0.0026,0.0022,0.0008,0.0055,0.0079,0.009,0.011
305.5,-0.0002,0,0.0019,0.0015,0.0009,-0.0002,0.0026,0.0023,0.0008,0.0053,0.0075,0.0085,0.0107
306,-0.0001,0.0004,0.0016,0.0013,0.0012,0.0007,0.0022,0.0029,0.0005,0.0048,0.0071,0.0082,0.0105
306.5,0,0.0004,0.0016,0.0011,0.001,0.0005,0.0019,0.0024,0,0.0042,0.0066,0.0078,0.0101
307,-0.0002,0.0004,0.0013,0.0008,0.0005,0.0003,0.0018,0.0023,-0.0004,0.0039,0.0062,0.0072,0.0096
307.5,-0.0002,0.0003,0.0012,0.0007,0.0006,0,0.0014,0.002,-0.0007,0.0035,0.0059,0.0068,0.009
308,-0.0001,0.0003,0.0012,0.0004,0.0004,-0.0002,0.001,0.0018,-0.0013,0.0033,0.0055,0.0063,0.0085
308.5,-0.0001,0.0001,0.001,0.0004,0.0002,-0.0005,0.0008,0.0013,-0.0014,0.003,0.0051,0.0058,0.008
309,-0.0002,0,0.0009,0.0001,-0.0001,-0.0008,0.0006,0.0009,-0.0017,0.0025,0.0047,0.0055,0.0075
309.5,0,0.0001,0.0011,0.0001,0,-0.0009,0.0004,0.0005,-0.0021,0.0021,0.0044,0.005,0.0074
310,-0.0002,0.0002,0.0009,0.0001,-0.0002,-0.0009,0.0003,0.0007,-0.0022,0.0019,0.0042,0.005,0.0071
310.5,-0.0002,0.0001,0.0009,0.0001,-0.0003,-0.0012,0.0001,0.0005,-0.0023,0.0017,0.0038,0.0044,0.0068
311,0,0.0001,0.0009,-0.0001,-0.0002,-0.0013,0.0001,0,-0.0025,0.0014,0.0036,0.0041,0.0065
311.5,-0.0001,0,0.0009,-0.0001,-0.0005,-0.0015,-0.0004,-0.0003,-0.0029,0.0011,0.0033,0.0039,0.006
312,-0.0002,-0.0001,0.0007,-0.0004,-0.0005,-0.0015,-0.0005,-0.0006,-0.0033,0.0007,0.003,0.0036,0.0056
312.5,-0.0002,-0.0001,0.0005,-0.0006,-0.0009,-0.002,-0.0006,-0.0009,-0.0035,0.0005,0.0023,0.0033,0.0053
313,-0.0003,-0.0002,0.0005,-0.0005,-0.001,-0.0022,-0.0009,-0.0011,-0.0039,0.0002,0.0021,0.0028,0.0049
313.5,-0.0003,-0.0002,0.0004,-0.0007,-0.0014,-0.0023,-0.0011,-0.0015,-0.0041,-0.0001,0.0018,0.0024,0.0043
314,-0.0003,-0.0004,0.0002,-0.0009,-0.0015,-0.0025,-0.0012,-0.002,-0.0045,-0.0004,0.0015,0.0023,0.0043
314.5,-0.0003,-0.0003,0.0002,-0.0011,-0.0017,-0.0028,-0.0016,-0.002,-0.0048,-0.0007,0.0014,0.0021,0.0038
315,0,-0.0005,0.0001,-0.0013,-0.0016,-0.0031,-0.0019,-0.0024,-0.005,-0.0011,0.001,0.0016,0.0035
315.5,0,-0.0005,0,-0.0013,-0.0019,-0.0035,-0.0023,-0.0026,-0.0054,-0.0014,0.0006,0.0012,0.0032
316,-0.0002,-0.0006,-0.0002,-0.0015,-0.0023,-0.0034,-0.0026,-0.0031,-0.0059,-0.0018,0.0003,0.0009,0.0029
316.5,-0.0002,-0.0006,-0.0001,-0.0017,-0.0023,-0.0038,-0.0028,-0.0032,-0.0063,-0.002,0,0.0007,0.0024
317,-0.0002,-0.0007,-0.0005,-0.0018,-0.0026,-0.004,-0.003,-0.0034,-0.0065,-0.0022,-0.0003,0.0003,0.0021
317.5,-0.0002,-0.0006,-0.0005,-0.002,-0.0025,-0.0041,-0.0032,-0.0037,-0.0065,-0.0026,-0.0006,0.0001,0.0021
318,-0.0001,-0.0005,-0.0005,-0.0021,-0.0024,-0.0041,-0.0033,-0.004,-0.0068,-0.0028,-0.0007,-0.0002,0.0019
318.5,-0.0002,-0.0007,-0.0007,-0.0022,-0.0028,-0.0044,-0.0036,-0.0043,-0.0071,-0.0032,-0.001,-0.0005,0.0016
319,-0.0003,-0.0009,-0.0008,-0.0023,-0.003,-0.0048,-0.0038,-0.0047,-0.0075,-0.0036,-0.0015,-0.0008,0.0011
319.5,-0.0002,-0.0009,-0.001,-0.0024,-0.0031,-0.005,-0.0042,-0.0049,-0.0077,-0.0038,-0.0018,-0.0011,0.001
320,0,-0.0011,-0.0009,-0.0025,-0.0035,-0.0053,-0.0043,-0.0053,-0.008,-0.0042,-0.0022,-0.0014,0.0007
320.5,-0.0002,-0.0013,-0.0011,-0.0027,-0.0037,-0.0057,-0.0046,-0.0056,-0.0083,-0.0043,-0.0025,-0.0017,0.0001
321,-0.0001,-0.0012,-0.0013,-0.0029,-0.0039,-0.0058,-0.005,-0.0058,-0.0086,-0.0046,-0.0027,-0.002,0
321.5,-0.0002,-0.0014,-0.0014,-0.0029,-0.004,-0.006,-0.0052,-0.0061,-0.0089,-0.0048,-0.003,-0.0023,0
322,0,-0.0014,-0.0014,-0.0032,-0.0043,-0.0062,-0.0052,-0.0063,-0.009,-0.0052,-0.003,-0.0024,-0.0004
322.5,-0.0001,-0.0014,-0.0016,-0.0034,-0.0043,-0.0064,-0.0055,-0.0066,-0.0093,-0.0054,-0.0033,-0.0027,-0.0008
323,-0.0001,-0.0018,-0.0016,-0.0035,-0.0046,-0.0066,-0.006,-0.0069,-0.0099,-0.0058,-0.0036,-0.0029,-0.0009
323.5,0,-0.0017,-0.0018,-0.0036,-0.0048,-0.007,-0.0062,-0.0071,-0.0102,-0.006,-0.004,-0.0035,-0.0013
324,0,-0.0016,-0.0019,-0.0039,-0.0052,-0.0072,-0.0064,-0.0076,-0.0105,-0.0062,-0.0042,-0.0036,-0.0015
324.5,-0.0002,-0.0016,-0.002,-0.004,-0.0054,-0.0077,-0.0067,-0.0079,-0.0107,-0.0065,-0.0045,-0.0037,-0.0018
325,-0.0002,-0.0019,-0.0022,-0.0041,-0.0055,-0.0077,-0.0069,-0.0081,-0.0111,-0.0069,-0.0049,-0.0042,-0.002
325.5,-0.0004,-0.0019,-0.0022,-0.0041,-0.0056,-0.0078,-0.007,-0.0083,-0.0112,-0.0072,-0.0051,-0.0043,-0.0022
326,-0.0003,-0.002,-0.0023,-0.0044,-0.0058,-0.0082,-0.0073,-0.0085,-0.0114,-0.0073,-0.0052,-0.0045,-0.0025
326.5,-0.0002,-0.002,-0.0026,-0.0046,-0.0061,-0.0084,-0.0076,-0.0087,-0.012,-0.0078,-0.0056,-0.0049,-0.0025
327,-0.0004,-0.0022,-0.0027,-0.0047,-0.0063,-0.0087,-0.008,-0.0093,-0.0122,-0.0081,-0.0059,-0.0053,-0.0031
327.5,-0.0003,-0.0023,-0.0025,-0.005,-0.0063,-0.0088,-0.008,-0.0097,-0.0123,-0.0083,-0.0059,-0.0053,-0.0032
328,-0.0002,-0.0023,-0.0026,-0.0052,-0.0066,-0.0091,-0.0082,-0.0098,-0.0124,-0.0086,-0.0064,-0.0057,-0.0033
328.5,0,-0.0023,-0.0029,-0.0051,-0.0067,-0.0093,-0.0083,-0.0098,-0.0127,-0.0086,-0.0065,-0.0057,-0.0035
329,0,-0.0024,-0.003,-0.0052,-0.0068,-0.0096,-0.0086,-0.01,-0.013,-0.0088,-0.0067,-0.0059,-0.0038
329.5,0.0001,-0.0025,-0.0031,-0.0053,-0.0073,-0.0098,-0.009,-0.0103,-0.0132,-0.0092,-0.0071,-0.0062,-0.0041
330,0,-0.0024,-0.0033,-0.0054,-0.0071,-0.01,-0.0092,-0.0106,-0.0135,-0.0095,-0.0072,-0.0065,-0.0041
330.5,0,-0.0026,-0.0035,-0.0057,-0.0074,-0.0104,-0.0095,-0.011,-0.0138,-0.0097,-0.0073,-0.0067,-0.0045
331,-0.0002,-0.0027,-0.0037,-0.006,-0.0076,-0.0105,-0.0097,-0.0111,-0.0142,-0.0098,-0.0076,-0.0071,-0.0045
331.5,-0.0002,-0.0026,-0.0036,-0.0059,-0.0078,-0.0107,-0.0099,-0.0114,-0.0143,-0.0098,-0.0076,-0.0069,-0.0048
332,0,-0.0028,-0.0033,-0.0061,-0.0078,-0.0108,-0.0099,-0.0114,-0.0144,-0.01,-0.0079,-0.007,-0.0049
332.5,-0.0001,-0.0026,-0.0037,-0.0063,-0.008,-0.0111,-0.0101,-0.0117,-0.0146,-0.0101,-0.008,-0.0074,-0.005
333,-0.0002,-0.0028,-0.0038,-0.0064,-0.0085,-0.0113,-0.0105,-0.0121,-0.0149,-0.0106,-0.0083,-0.0074,-0.0052
333.5,-0.0002,-0.0031,-0.0038,-0.0065,-0.0083,-0.0114,-0.0107,-0.0121,-0.0151,-0.0109,-0.0086,-0.0076,-0.0057
334,0,-0.003,-0.0039,-0.0067,-0.0084,-0.0116,-0.011,-0.0124,-0.0153,-0.0108,-0.0089,-0.0079,-0.0059
334.5,-0.0003,-0.003,-0.0042,-0.0068,-0.0087,-0.0118,-0.0112,-0.0127,-0.0154,-0.0113,-0.0089,-0.0079,-0.0056
335,-0.0001,-0.0031,-0.0042,-0.0073,-0.0087,-0.012,-0.0113,-0.0129,-0.0157,-0.0113,-0.009,-0.0081,-0.0058
335.5,-0.0002,-0.0031,-0.0043,-0.0071,-0.0092,-0.0122,-0.0114,-0.0132,-0.0159,-0.0116,-0.0092,-0.0082,-0.0062
336,-0.0003,-0.0032,-0.0046,-0.0073,-0.0092,-0.0126,-0.0117,-0.0134,-0.0159,-0.0116,-0.0093,-0.0083,-0.0061
336.5,-0.0002,-0.0032,-0.0046,-0.0074,-0.0094,-0.0126,-0.012,-0.0134,-0.0161,-0.0118,-0.0097,-0.0087,-0.0064
337,-0.0003,-0.0034,-0.0048,-0.0076,-0.0094,-0.0129,-0.0121,-0.0137,-0.0165,-0.0121,-0.0096,-0.0085,-0.0063
337.5,-0.0003,-0.0034,-0.0047,-0.0076,-0.0098,-0.013,-0.0122,-0.014,-0.0165,-0.0124,-0.0099,-0.0087,-0.0065
338,-0.0003,-0.0036,-0.0048,-0.0077,-0.0101,-0.0132,-0.0123,-0.0141,-0.0169,-0.0123,-0.0102,-0.0089,-0.0065
338.5,0,-0.0038,-0.0048,-0.0077,-0.01,-0.0135,-0.0125,-0.0142,-0.0169,-0.0124,-0.0099,-0.009,-0.0068
339,0,-0.0035,-0.0049,-0.0079,-0.0101,-0.0132,-0.0124,-0.014,-0.0168,-0.0124,-0.0099,-0.0088,-0.0065
339.5,0.0005,-0.0031,-0.0041,-0.0072,-0.0094,-0.0128,-0.0121,-0.0136,-0.0165,-0.0118,-0.0097,-0.0081,-0.0059
340,0.0014,-0.0026,-0.0035,-0.0067,-0.009,-0.0124,-0.0116,-0.0135,-0.0155,-0.0112,-0.0091,-0.0078,-0.0056
340.5,0.001,-0.0038,-0.0043,-0.0076,-0.0101,-0.0136,-0.0126,-0.0146,-0.0163,-0.0122,-0.0101,-0.0087,-0.0067
341,0,-0.0047,-0.0057,-0.0085,-0.0114,-0.0144,-0.0138,-0.0157,-0.0177,-0.013,-0.0111,-0.0099,-0.0077
341.5,-0.0005,-0.0051,-0.0057,-0.009,-0.0116,-0.0146,-0.0141,-0.0162,-0.018,-0.0134,-0.0114,-0.0099,-0.0078
342,-0.0001,-0.0052,-0.0055,-0.0087,-0.0115,-0.015,-0.014,-0.0161,-0.0178,-0.0134,-0.0115,-0.0102,-0.0078
342.5,-0.0001,-0.0052,-0.0058,-0.0091,-0.0117,-0.0154,-0.0146,-0.016,-0.0181,-0.0135,-0.0115,-0.0102,-0.0083
343,-0.0003,-0.0051,-0.0059,-0.0092,-0.0116,-0.0153,-0.0145,-0.0159,-0.0181,-0.0131,-0.0115,-0.0103,-0.0077
343.5,-0.0003,-0.005,-0.0056,-0.0092,-0.0119,-0.0157,-0.0145,-0.0165,-0.0179,-0.0133,-0.0118,-0.0107,-0.0078
344,-0.0002,-0.0049,-0.006,-0.009,-0.0118,-0.0156,-0.0147,-0.0167,-0.0182,-0.0135,-0.0119,-0.0106,-0.008
344.5,-0.0002,-0.0051,-0.0061,-0.0092,-0.0121,-0.0154,-0.0148,-0.0165,-0.0185,-0.014,-0.0121,-0.0105,-0.008
345,-0.0006,-0.0053,-0.0066,-0.0093,-0.0122,-0.0159,-0.0149,-0.0167,-0.0184,-0.0139,-0.0115,-0.0105,-0.0079
345.5,-0.0005,-0.0055,-0.0062,-0.0097,-0.0119,-0.0158,-0.015,-0.0169,-0.0185,-0.0137,-0.0117,-0.0103,-0.0082
346,-0.0003,-0.0052,-0.0059,-0.0096,-0.0121,-0.0157,-0.0149,-0.0164,-0.0182,-0.0138,-0.0117,-0.0101,-0.0082
346.5,0.0001,-0.0052,-0.006,-0.0097,-0.0121,-0.0162,-0.0149,-0.0164,-0.0182,-0.0138,-0.0117,-0.0104,-0.0078
347,-0.0003,-0.0052,-0.0066,-0.01,-0.0122,-0.0161,-0.0147,-0.0169,-0.0183,-0.0138,-0.0119,-0.0104,-0.008
347.5,-0.0004,-0.0056,-0.0066,-0.01,-0.0123,-0.0159,-0.0154,-0.0169,-0.0187,-0.0142,-0.0121,-0.0107,-0.0079
348,-0.0002,-0.0055,-0.0065,-0.0098,-0.0125,-0.0162,-0.0154,-0.0168,-0.0186,-0.014,-0.012,-0.0105,-0.008
348.5,-0.0005,-0.0056,-0.0066,-0.0098,-0.0127,-0.0163,-0.0153,-0.0168,-0.0185,-0.0139,-0.0121,-0.0105,-0.008
349,-0.0004,-0.0055,-0.0068,-0.01,-0.0127,-0.0163,-0.0153,-0.0169,-0.0185,-0.0139,-0.0121,-0.0107,-0.0083
349.5,-0.0006,-0.0056,-0.0068,-0.0102,-0.0127,-0.016,-0.0155,-0.0169,-0.0187,-0.0138,-0.0118,-0.0104,-0.0079
350,-0.0003,-0.0055,-0.0071,-0.0102,-0.0127,-0.016,-0.0152,-0.0168,-0.0183,-0.0137,-0.0116,-0.0104,-0.0079
350.5,-0.0002,-0.0056,-0.0065,-0.0101,-0.0128,-0.0162,-0.015,-0.0167,-0.0183,-0.0135,-0.0115,-0.0099,-0.0079
351,-0.0003,-0.0057,-0.0065,-0.01,-0.0126,-0.016,-0.0152,-0.0166,-0.0181,-0.0132,-0.0114,-0.0098,-0.0074
351.5,-0.0002,-0.0055,-0.0063,-0.01,-0.0125,-0.0161,-0.0149,-0.0167,-0.0182,-0.0133,-0.0113,-0.0099,-0.0074
352,-0.0001,-0.0056,-0.0064,-0.0098,-0.0123,-0.0161,-0.0152,-0.0168,-0.0182,-0.0134,-0.0115,-0.0099,-0.0072
352.5,-0.0005,-0.0058,-0.0066,-0.0101,-0.0128,-0.0162,-0.0152,-0.0168,-0.0183,-0.0132,-0.0112,-0.0098,-0.0071
353,-0.0006,-0.0058,-0.0065,-0.0098,-0.0126,-0.0159,-0.0149,-0.0164,-0.0179,-0.0133,-0.0109,-0.0095,-0.007
353.5,-0.0005,-0.0057,-0.0064,-0.0101,-0.0128,-0.0163,-0.015,-0.0165,-0.0178,-0.013,-0.0113,-0.0094,-0.0072
354,-0.0005,-0.0057,-0.0066,-0.0102,-0.0125,-0.016,-0.0151,-0.0164,-0.0178,-0.0132,-0.0109,-0.0093,-0.0069
354.5,-0.0003,-0.0056,-0.0065,-0.0101,-0.0125,-0.0158,-0.0149,-0.0159,-0.0175,-0.0127,-0.0106,-0.0089,-0.0067
355,0.0001,-0.0053,-0.0063,-0.0097,-0.0121,-0.0158,-0.0141,-0.0155,-0.0171,-0.0121,-0.0102,-0.0084,-0.0061
355.5,-0.0001,-0.0051,-0.0064,-0.0093,-0.0123,-0.0154,-0.0142,-0.0155,-0.0171,-0.0124,-0.0103,-0.0085,-0.0061
356,-0.0004,-0.0058,-0.0065,-0.0094,-0.0121,-0.0153,-0.0143,-0.0153,-0.0171,-0.0123,-0.0104,-0.0083,-0.0061
356.5,0,-0.0054,-0.0064,-0.0095,-0.0121,-0.015,-0.0139,-0.015,-0.017,-0.0117,-0.01,-0.0083,-0.006
357,0.0002,-0.0051,-0.0059,-0.0093,-0.012,-0.0151,-0.0136,-0.0149,-0.0163,-0.0116,-0.0095,-0.0077,-0.0054
357.5,-0.0002,-0.0056,-0.0062,-0.0091,-0.0118,-0.0149,-0.0137,-0.0149,-0.0163,-0.0115,-0.0094,-0.0075,-0.0054
358,-0.0001,-0.0055,-0.0062,-0.0095,-0.0118,-0.0149,-0.0137,-0.015,-0.0163,-0.0116,-0.0095,-0.0076,-0.0053
358.5,-0.0001,-0.0056,-0.0063,-0.0093,-0.0119,-0.0147,-0.0138,-0.0146,-0.0161,-0.0112,-0.0091,-0.0075,-0.0049
359,0,-0.0053,-0.0063,-0.0095,-0.0118,-0.0145,-0.0134,-0.0143,-0.0158,-0.0109,-0.0088,-0.0073,-0.005
359.5,-0.0002,-0.0054,-0.0061,-0.0095,-0.0116,-0.0148,-0.0132,-0.0141,-0.0156,-0.0107,-0.0083,-0.0069,-0.0043
360,-0.0003,-0.0053,-0.0056,-0.0092,-0.0114,-0.0145,-0.0131,-0.014,-0.0152,-0.0107,-0.0082,-0.007,-0.0041
360.5,-0.0001,-0.0054,-0.0061,-0.009,-0.0113,-0.0148,-0.013,-0.0139,-0.0153,-0.0104,-0.0082,-0.0064,-0.0038
361,-0.0005,-0.0057,-0.0061,-0.0091,-0.0115,-0.0146,-0.0129,-0.0138,-0.015,-0.0102,-0.0081,-0.0062,-0.0039
361.5,-0.0002,-0.0052,-0.0058,-0.009,-0.0112,-0.0142,-0.0128,-0.0134,-0.015,-0.0101,-0.0076,-0.0062,-0.0036
362,-0.0002,-0.005,-0.0058,-0.0087,-0.011,-0.014,-0.0124,-0.0132,-0.0145,-0.0098,-0.0075,-0.0058,-0.0031
362.5,-0.0002,-0.0052,-0.0055,-0.0086,-0.011,-0.0139,-0.0122,-0.013,-0.0143,-0.0093,-0.0071,-0.0054,-0.0029
363,-0.0004,-0.0051,-0.0056,-0.0085,-0.0107,-0.0136,-0.012,-0.0126,-0.0138,-0.0089,-0.0071,-0.0054,-0.0025
363.5,-0.0005,-0.0053,-0.0059,-0.0085,-0.0107,-0.0134,-0.0118,-0.0126,-0.0134,-0.0087,-0.0069,-0.0049,-0.0026
364,-0.0002,-0.0052,-0.0054,-0.0081,-0.0103,-0.0131,-0.0115,-0.012,-0.0129,-0.0084,-0.0062,-0.0046,-0.0019
364.5,-0.0003,-0.0049,-0.0052,-0.0081,-0.0104,-0.0128,-0.0109,-0.0116,-0.0129,-0.008,-0.0061,-0.0043,-0.0019
365,-0.0003,-0.005,-0.0051,-0.0075,-0.0101,-0.0129,-0.0108,-0.0114,-0.0125,-0.0076,-0.0054,-0.0037,-0.0017
365.5,-0.0001,-0.005,-0.0052,-0.0076,-0.0098,-0.0123,-0.0105,-0.0108,-0.012,-0.0074,-0.0051,-0.0034,-0.0012
366,-0.0002,-0.0049,-0.0052,-0.0074,-0.0094,-0.0124,-0.0102,-0.0105,-0.0119,-0.0067,-0.0047,-0.0028,-0.0005
366.5,-0.0002,-0.0047,-0.0051,-0.0074,-0.0094,-0.0121,-0.01,-0.0106,-0.0116,-0.0066,-0.0045,-0.0027,-0.0005
367,-0.0002,-0.005,-0.005,-0.0073,-0.0096,-0.0121,-0.0096,-0.0102,-0.011,-0.0066,-0.0042,-0.0025,-0.0005
367.5,0.0001,-0.0048,-0.0049,-0.007,-0.009,-0.0117,-0.0097,-0.0096,-0.0106,-0.0063,-0.0038,-0.0023,0.0002
368,0.0001,-0.0048,-0.0046,-0.0072,-0.0088,-0.0115,-0.0093,-0.0092,-0.0105,-0.0059,-0.0036,-0.002,0.0003
368.5,0,-0.0048,-0.0048,-0.0072,-0.0089,-0.0114,-0.0091,-0.0093,-0.0103,-0.0054,-0.0034,-0.0015,0.0006
369,-0.0002,-0.0047,-0.0049,-0.0072,-0.0088,-0.0111,-0.009,-0.0092,-0.0099,-0.0052,-0.0029,-0.0014,0.001
369.5,-0.0002,-0.0048,-0.0047,-0.007,-0.0087,-0.0107,-0.0088,-0.0087,-0.0094,-0.0046,-0.0026,-0.0011,0.0013
